n01807496	partridge in the same
n01807496	partridge in the Great
n01807496	partridge in the woods
n01807496	partridge in the pear
n01807496	partridge in the corn
n01807496	partridge in the South
n01807496	partridge in the valley
n01807496	partridge in the mountain
n01807496	partridge in the mountains
n01807496	partridge in the puttock
n01807496	little partridge
n01807496	common partridge
n01807496	young partridge
n01807496	partridge is found
n01807496	hen partridge
n01807496	partridge was found
n01807496	partridge was sitting
n01807496	legged partridge
n01807496	partridge was heard
n01807496	black partridge
n01807496	partridge is called
n01807496	partridge was killed
n01807496	mother partridge
n01807496	cock partridge
n01807496	red partridge
n01807496	partridge was flushed
n01807496	partridge was introduced
n01807496	birch partridge
n01807496	mountain partridge
n01807496	rock partridge
n02916936	Kevlar bulletproof vest
n02916936	heavy bulletproof vest
n03794056	little mousetrap
n03794056	mousetrap in the kitchen
n03794056	better mousetrap
n03794056	mousetrap in the world
n03794056	mousetrap in the corner
n03794056	good mousetrap
n03794056	small mousetrap
n03794056	new mousetrap
n03794056	perfect mousetrap
n03794056	gigantic mousetrap
n03794056	spring mousetrap
n03794056	superior mousetrap
n03794056	old mousetrap
n10565667	recreational scuba diver
n10565667	professional scuba diver
n10565667	avid scuba diver
n10565667	trained scuba diver
n10565667	certified scuba diver
n10565667	qualified scuba diver
n10565667	amateur scuba diver
n10565667	expert scuba diver
n10565667	accomplished scuba diver
n02978881	tape cassette
n02978881	cassette in the tape
n02978881	cassette in the Bucky
n02978881	small cassette
n02978881	cassette in the same
n02978881	video cassette
n02978881	Video cassette
n02978881	video cassette
n02978881	cassette is used
n02978881	cassette in the recorder
n02978881	cassette in the machine
n02978881	audio cassette
n02978881	cassette in the VCR
n02978881	VHS cassette
n02978881	cassette in the player
n02978881	cassette in the dark
n02978881	cassette in the car
n02978881	cassette was used
n02978881	videotape cassette
n02978881	portable cassette
n02978881	cassette in the darkroom
n02978881	cassette is inserted
n02978881	stereo cassette
n02978881	stereo cassette
n02978881	cassette is loaded
n02978881	new cassette
n02978881	cassette was inserted
n02978881	cassette was playing
n02978881	cassette was found
n02978881	cassette is shown
n02978881	cassette is placed
n02978881	cassette was produced
n02978881	compact cassette
n02978881	cassette was made
n02978881	cassette was designed
n02978881	cassette was placed
n02978881	cassette is positioned
n02978881	inch cassette
n02978881	cassette is closed
n03126707	hydraulic crane
n03126707	crane is used
n03126707	gantry crane
n03126707	crane is attached
n03126707	crane in the middle
n03126707	crane in the center
n03126707	ton crane
n03126707	crane is required
n03126707	crane in the world
n03126707	crane is mounted
n03126707	crane in the chimney
n03126707	crane in the sky
n03126707	crane in the background
n03126707	jib crane
n03126707	crane in the fireplace
n03126707	crane was used
n03126707	overhead crane
n03126707	crane in the port
n03126707	crane in the fable
n03126707	small crane
n03126707	large crane
n03126707	locomotive crane
n03126707	derrick crane
n03126707	truck crane
n03126707	crane is provided
n03126707	crane was being
n03126707	crane is placed
n03126707	crane is employed
n03126707	tower crane
n03126707	white crane
n03126707	crane is made
n03126707	crane was built
n03126707	crane is supported
n03126707	crane was fixed
n03126707	crane is shown
n03126707	iron crane
n03126707	crane in the centre
n03126707	crane was seen
n03126707	crane was set
n03394916	horn in the other
n03394916	horn in the orchestra
n03394916	horn in the same
n03394916	horn in the middle
n03394916	brass French horn
n03394916	horn in the world
n03394916	horn in the dust
n03394916	French horn in the orchestra
n03394916	French horn in the band
n03394916	horn in the year
n03394916	horn in the forehead
n03394916	horn in the distance
n03394916	horn in the morning
n03394916	horn is attached
n03394916	French horn in the school
n03394916	horn is used
n03394916	little horn
n03394916	other horn
n03394916	tin horn
n03394916	bugle horn
n03394916	horn was used
n03394916	horn is sounded
n03394916	horn is made
n03394916	large horn
n03394916	horn is blown
n03394916	horn was sounded
n03394916	large French horn
n03394916	horn was blowing
n03394916	modern French horn
n03394916	horn is found
n03394916	horn is placed
n03394916	horn was made
n03394916	horn is heard
n03394916	French horn
n03394916	horn is cut
n03394916	posterior horn
n03394916	first French horn
n03394916	single horn
n03394916	horn is said
n03394916	good French horn
n03394916	horn was broken
n03394916	polished French horn
n03394916	dorsal horn
n03394916	second French horn
n03394916	horn was blown
n03394916	silver horn
n03394916	horn was found
n03394916	ventral horn
n03394916	horn was seen
n03394916	horn was heard
n07693725	cheese bagel
n07693725	buttered bagel
n07693725	pumpernickel bagel
n07693725	raisin bagel
n07693725	onion bagel
n07693725	sesame bagel
n07693725	stale bagel
n07693725	frozen bagel
n07693725	wheat bagel
n07693725	wheat bagel
n07693725	whole bagel
n07693725	bagel in the toaster
n07693725	hot bagel
n07693725	fresh bagel
n07693725	water bagel
n07693725	toasted bagel
n07693725	bagel in the other
n07693725	first bagel
n07693725	plain bagel
n03710193	private mailbox
n03710193	private letter box
n03710193	office mailbox
n03710193	Office letter box
n03710193	office letter box
n03710193	public letter box
n03710193	mailbox in the office
n03710193	letter box in the front
n03710193	nearest letter box
n03710193	other letter box
n03710193	own letter box
n03710193	electronic mailbox
n03710193	mailbox in the post
n03710193	rural letter box
n03710193	mailbox in the next
n03710193	mailbox in the front
n03710193	letter box in the hall
n03710193	hotel letter box
n03710193	red letter box
n03710193	street letter box
n03710193	mailbox in the middle
n03710193	dark letter box
n03710193	dead letter box
n03710193	personal mailbox
n03710193	mailbox in the main
n03710193	old letter box
n03710193	mailbox in the vestibule
n03710193	mailbox in the morning
n03710193	brass letter box
n03710193	mailbox in the lobby
n03710193	mailbox in the hall
n03710193	new mailbox
n03710193	Internet mailbox
n03710193	nearest mailbox
n03710193	empty mailbox
n03710193	voice mailbox
n03710193	own mailbox
n03710193	system mailbox
n03710193	Exchange mailbox
n03710193	mailbox is set
n03710193	mailbox is used
n03710193	mailbox is stored
n03710193	same mailbox
n03710193	rural mailbox
n03710193	Server mailbox
n03710193	mailbox is filled
n03710193	mailbox is stuffed
n03710193	corner mailbox
n03710193	mailbox was filled
n02342885	male hamster
n02342885	dwarf hamster
n02342885	female hamster
n02342885	pet hamster
n02342885	adult hamster
n02342885	hamster in the cage
n02342885	normal hamster
n02342885	Baby hamster
n02342885	baby hamster
n02342885	hamster was found
n02342885	Syrian hamster
n02342885	control hamster
n02342885	chinese hamster
n02342885	Chinese hamster
n02342885	Chinese hamster
n02342885	hamster was used
n02342885	hamster is placed
n02342885	Golden hamster
n02342885	golden hamster
n02105412	brown kelpie
n02105412	Australian kelpie
n02105412	little kelpie
n02105412	Scottish kelpie
n02105412	black kelpie
n02105412	red kelpie
n02105412	water kelpie
n02782093	balloon in the air
n02782093	balloon in the form
n02782093	balloon in the same
n02782093	balloon in the sky
n02782093	balloon in the atmosphere
n02782093	balloon in the stomach
n02782093	air balloon
n02782093	air balloon
n02782093	balloon in the middle
n02782093	balloon in the shape
n02782093	balloon is filled
n02782093	balloon in the opposite
n02782093	large balloon
n02782093	balloon in the esophagus
n02782093	balloon was filled
n02782093	balloon is attached
