n01807496	partridge in the same
n01807496	partridge in the Great
n01807496	partridge in the woods
n01807496	partridge in the pear
n01807496	partridge in the corn
n01807496	partridge in the South
n01807496	partridge in the valley
n01807496	partridge in the mountain
n01807496	partridge in the mountains
n01807496	partridge in the puttock
n01807496	little partridge
n02916936	Kevlar bulletproof vest
n02916936	heavy bulletproof vest
n03794056	little mousetrap
n03794056	mousetrap in the kitchen
n03794056	better mousetrap
n03794056	mousetrap in the world
n03794056	mousetrap in the corner
n10565667	recreational scuba diver
n10565667	professional scuba diver
n10565667	avid scuba diver
n10565667	trained scuba diver
n02978881	tape cassette
n02978881	cassette in the tape
n02978881	cassette in the Bucky
n02978881	small cassette
n02978881	cassette in the same
n02978881	video cassette
n02978881	Video cassette
n02978881	video cassette
n02978881	cassette is used
n02978881	cassette in the recorder
n02978881	cassette in the machine
n02978881	audio cassette
n02978881	cassette in the VCR
n02978881	VHS cassette
n03126707	hydraulic crane
n03126707	crane is used
n03126707	gantry crane
n03126707	crane is attached
n03126707	crane in the middle
n03126707	crane in the center
n03126707	ton crane
n03126707	crane is required
n03126707	crane in the world
n03126707	crane is mounted
n03126707	crane in the chimney
n03126707	crane in the sky
n03126707	crane in the background
n03126707	jib crane
n03394916	horn in the other
n03394916	horn in the orchestra
n03394916	horn in the same
n03394916	horn in the middle
n03394916	brass French horn
n03394916	horn in the world
n03394916	horn in the dust
n03394916	French horn in the orchestra
n03394916	French horn in the band
n03394916	horn in the year
n03394916	horn in the forehead
n03394916	horn in the distance
n03394916	horn in the morning
n03394916	horn is attached
n03394916	French horn in the school
n03394916	horn is used
n03394916	little horn
n03394916	other horn
n07693725	cheese bagel
n07693725	buttered bagel
n07693725	pumpernickel bagel
n07693725	raisin bagel
n07693725	onion bagel
n07693725	sesame bagel
n07693725	stale bagel
n03710193	private mailbox
n03710193	private letter box
n03710193	office mailbox
n03710193	Office letter box
n03710193	office letter box
n03710193	public letter box
n03710193	mailbox in the office
n03710193	letter box in the front
n03710193	nearest letter box
n03710193	other letter box
n03710193	own letter box
n03710193	electronic mailbox
n03710193	mailbox in the post
n03710193	rural letter box
n03710193	mailbox in the next
n03710193	mailbox in the front
n03710193	letter box in the hall
n02342885	male hamster
n02342885	dwarf hamster
n02342885	female hamster
n02342885	pet hamster
n02342885	adult hamster
n02342885	hamster in the cage
n02342885	normal hamster
n02105412	brown kelpie
n02105412	Australian kelpie
n02105412	little kelpie
n02782093	balloon in the air
n02782093	balloon in the form
n02782093	balloon in the same
n02782093	balloon in the sky
n02782093	balloon in the atmosphere
n02782093	balloon in the stomach
n02782093	air balloon
n02782093	air balloon
n02782093	balloon in the middle
n02782093	balloon in the shape
n02782093	balloon is filled
n02782093	balloon in the opposite
n02782093	large balloon
n02782093	balloon in the esophagus
n01847000	adult drake
n01847000	mallard drake
n01847000	wild drake
n01847000	eider drake
n01847000	black drake
n01847000	young drake
n01847000	gray drake
n04044716	steerable radio telescope
n04044716	diameter radio telescope
n04044716	large radio telescope
n04044716	single radio telescope
n04044716	new radio telescope
n04044716	first radio telescope
n04044716	meter radio telescope
n07753275	large pineapple
n07753275	ripe ananas
n07753275	ripe pineapple
n07753275	fresh pineapple
n07753275	slices pineapple
n07753275	grated pineapple
n07753275	sliced pineapple
n07753275	pineapple is grown
n07753275	wild ananas
n07753275	wild pineapple
n07753275	slice pineapple
n07753275	unsweetened pineapple
n07753275	pineapple in the middle
n01818515	pet macaw
n01818515	Blue macaw
n01818515	blue macaw
n01818515	yellow macaw
n01818515	green macaw
n02802426	basketball in the high
n02802426	basketball in the early
n02802426	basketball in the gym
n02802426	basketball in the school
n02802426	basketball in the winter
n02802426	basketball in the park
n02802426	basketball in the NBA
n02802426	basketball in the gymnasium
n02802426	basketball in the driveway
n02802426	basketball in the United
n02802426	basketball was played
n02802426	basketball was going
n02802426	basketball is used
n04136333	cloth sarong
n04136333	white sarong
n04136333	silk sarong
n04136333	sarong was wrapped
n04136333	blue sarong
n04136333	cotton sarong
n04136333	sarong is worn
n03908714	plastic pencil sharpener
n03908714	manual pencil sharpener
n03908714	pencil sharpener in the shape
n03908714	regular pencil sharpener
n03908714	new pencil sharpener
n11879895	oil rapeseed
n11879895	transgenic rapeseed
n11879895	glucosinolate rapeseed
n11879895	hydrogenated rapeseed
n11879895	rapeseed is grown
n11879895	refined rapeseed
n03534580	lace crinoline
n03534580	satin crinoline
n03534580	velvet crinoline
n03534580	silk crinoline
n03534580	horsehair crinoline
n03534580	tulle crinoline
n03534580	white crinoline
n02676566	style acoustic guitar
n02676566	single acoustic guitar
n02676566	electric acoustic guitar
n02676566	own acoustic guitar
n02676566	strummed acoustic guitar
n09468604	valley in the mountains
n09468604	vale in the north
n09468604	valley in the north
n09468604	valley in the south
n09468604	valley in the middle
n09468604	mountain vale
n09468604	mountain valley
n09468604	River valley
n09468604	river valley
n09468604	vale in the land
n09468604	valley in the land
n09468604	vale in the park
n09468604	valley in the vicinity
n09468604	vale in the quiet
n09468604	valley in the heart
n09468604	vale in the midst
n09468604	valley in the midst
n09468604	valley in the direction
n09468604	vale in the solitary
n09468604	valley in the world
n09468604	vale in the Indian
n09468604	vale in the Scottish
n09468604	deep vale
n09468604	deep valley
n09468604	little vale
n03877845	royal palace
n03877845	Royal palace
n03877845	imperial palace
n03877845	palace in the country
n03877845	palace in the city
n03877845	palace in the town
n03877845	palace in the same
n03877845	palace in the suburbs
n03877845	episcopal palace
n03877845	palace in the Via
n03877845	palace in the midst
n03877845	palace in the world
n03877845	government palace
n03877845	own palace
n02094114	
n03000247	light chain armor
n03000247	mail in the form
n03000247	black mail
n03000247	mail in the same
n03000247	mail in the box
n03000247	mail is used
n03000247	silver chain mail
n03000247	iron chain mail
n03000247	heavy chain mail
n03000247	mail in the manner
n03000247	black chain mail
n03000247	mail in the post
n03000247	mail in the United
n03000247	mail in the early
n03000247	mail in the city
n03000247	mail in the coupon
n03000247	flexible chain mail
n03000247	electronic mail
n03000247	class mail
n03781244	monastery in the place
n03781244	monastery in the city
n03781244	monastery in the town
n03781244	monastery in the diocese
n03781244	monastery in the island
n03781244	monastery in the world
n03781244	monastery in the year
n03781244	monastery in the mountains
n03781244	monastery in the isle
n03781244	cathedral monastery
n03781244	monastery in the neighbourhood
n03781244	own monastery
n03781244	mother monastery
n03781244	monastery is said
n02113023	small Pembroke
n02113023	little Pembroke
n02113023	Pembroke in the south
n02113023	great Pembroke
n02113023	Pembroke in the Thames
n02113023	opposite Pembroke
n02113023	Pembroke was given
n02113023	Pembroke was confined
n02113023	Pembroke was made
n02113023	Pembroke is said
n03443371	glass goblet
n03443371	drinking goblet
n03443371	water goblet
n03443371	champagne goblet
n03443371	goblet in the hand
n03443371	goblet in the other
n03443371	goblet in the center
n03443371	wine goblet
n03443371	goblet in the hands
n03443371	goblet in the air
n03443371	goblet in the form
